Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Nature,Reporting Type,Units,2000,2010,2015,2016,2017,2018,2019,2020
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),70,Bosnia and Herzegovina,E,G,HA_TH,2111.65,2102.66,2160.5,2176.51,2187.91,2187.91,2187.91,2187.91
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),72,Botswana,C,G,HA_TH,17620.7,16437.7,15846.2,15727.9,15609.6,15491.3,15373,15254.7
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),76,Brazil,C,G,HA_TH,551088.6,511580.7,503884.8,502082.1,500091.6,499051.4,497798.5,496619.6
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),86,British Indian Ocean Territory,N,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),92,British Virgin Islands,E,G,HA_TH,3.67,3.64,3.62,3.62,3.62,3.62,3.62,3.62
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),96,Brunei Darussalam,C,G,HA_TH,397,380,380,380,380,380,380,380
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),100,Bulgaria,C,G,HA_TH,3375,3737,3833,3841,3854,3867,3880,3893
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),854,Burkina Faso,C,G,HA_TH,7216.5,6716.5,6466.4,6416.4,6366.4,6316.4,6266.4,6216.4
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),108,Burundi,C,G,HA_TH,193.94,193.94,279.64,279.64,279.64,279.64,279.64,279.64
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),132,Cabo Verde,C,G,HA_TH,39.72,42.72,44.22,44.52,44.82,45.12,45.42,45.72
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),116,Cambodia,C,G,HA_TH,10781,10589.23,8846.82,8691.13,8535.44,8379.75,8224.06,8068.37
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),120,Cameroon,C,G,HA_TH,21597.49,20900.48,20620.48,20564.48,20508.48,20452.48,20396.48,20340.48
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),124,Canada,C,G,HA_TH,347801.97,347322.21,347115.71,347076.04,347039.05,347002.07,346965.08,346928.1
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),29,Caribbean,NA,G,HA_TH,6807.43,7495.96,7784.33,7850.48,7860.64858,7869.9,7878.96,7888.13
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),135,Caucasus and Central Asia,NA,G,HA_TH,15916.7468,16383.91411,16888.27316,16968.2352,17037.24502,17121.88615,17207.52,17293.16
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),136,Cayman Islands,E,G,HA_TH,12.93,12.72,12.72,12.72,12.72,12.81,12.72,12.72
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),140,Central African Republic,C,G,HA_TH,22903,22603,22453,22423,22393,22363,22333,22303
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),13,Central America,NA,G,HA_TH,94200.68,90648.99,89451.22,89180.39,88909.37,88638.35,88367.33,88096.31
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),62,Central and Southern Asia,NA,G,HA_TH,106946.97489,110348.71156,112009.73619,112291.28,112606.20022,112919.8412,113234.48,113541.08
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),143,Central Asia,NA,G,HA_TH,11836.2868,12198.45952,12658.46619,12729.05,12788.56022,12861.8812,12936.2,13010.52
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),148,Chad,C,G,HA_TH,6353,5530,4890,4769,4651,4535,4422,4313
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),830,Channel Islands,N,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),152,Chile,C,G,HA_TH,15817.06,16725.26,17596.08,17719.01,17841.94,17964.87,18087.8,18210.7
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),156,China,C,G,HA_TH,177000.55,200610.38,210294.25,212459.867,214339.47,216219.04,218098.61,219978.18
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),344,"China, Hong Kong Special Administrative Region",N,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),446,"China, Macao Special Administrative Region",N,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),162,Christmas Island,N,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),166,Cocos (Keeling) Islands,N,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),170,Colombia,C,G,HA_TH,62735.5,60807.79,60134.66,59959.49,59739.77,59540.48,59341.2,59141.91
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),174,Comoros,C,G,HA_TH,41.68,37.3,35.11,34.67,34.23,33.8,33.36,32.92
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),178,Congo,C,G,HA_TH,22195,22075,22015,22003,21991,21976,21961,21946
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),184,Cook Islands,C,G,HA_TH,15.57,15.59,15.59,15.59,15.59,15.59,15.59,15.59
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),188,Costa Rica,C,G,HA_TH,2857.22,2871.2,2953.03,2969.4,2985.77,3002.13,3018.5,3034.87
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),384,Côte d'Ivoire,C,G,HA_TH,5094.45,3965.58,3401.15,3288.26,3175.37,3062.48,2949.6,2836.71
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),191,Croatia,C,G,HA_TH,1885,1920,1922,1924.1202,1931.6084,1934.11,1936.61,1939.11
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),192,Cuba,C,G,HA_TH,2435,2932,3184,3241,3242,3242,3242,3242
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),531,Curaçao,E,G,HA_TH,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),196,Cyprus,C,G,HA_TH,171.61,172.84,172.71,172.61,172.59,172.57,172.55,172.53
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),203,Czechia,C,G,HA_TH,2637.29,2657.38,2668.39,2669.85,2671.66,2673.47,2675.28,2677.09
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),408,Democratic People's Republic of Korea,E,G,HA_TH,6454.69,6242.39,6136.24,6115.01,6093.78,6072.55,6051.32,6030.09
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),180,Democratic Republic of the Congo,C,G,HA_TH,143899,137169,131662.12,130560.74,129459.37,128357.99,127256.61,126155.24
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),208,Denmark,C,G,HA_TH,571.6,586.49,624.68,624.66,625.6,626.56,627.5,628.44
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",NA,G,HA_TH,1820474.7396,1834714.8022,1841243.0305,1842643.2802,1842742.0009,1842922.33,1843119.94,1843332.47
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),515,Developing regions,NA,G,HA_TH,2337574.78261,2271602.14183,2242624.44544,2237960.26199,2231015.1836,2226000.94415,2220723.14,2215598.34
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),262,Djibouti,C,G,HA_TH,5.6,5.6,5.6,5.6,5.61,5.64,5.7,5.8
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),212,Dominica,C,G,HA_TH,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),214,Dominican Republic,C,G,HA_TH,1972.47,2073.12,2103.65,2111.74,2119.83,2127.92,2136.01,2144.1
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),14,Eastern Africa,NA,G,HA_TH,218543.95,208586.06,203272.03,202039.1164,200895.77,199791.308,198581.67,197407.79
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),753,Eastern and South-Eastern Asia,NA,G,HA_TH,452571.07346,471600.87038,474450.7814,476497.6025,476525.14,477309.69,478094.54,478879.4
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),30,Eastern Asia,NA,G,HA_TH,229071.14,252389.67,261889.82,264017.097,265861.36,267708.59,269555.82,271403.05
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),518,Eastern Asia (excluding Japan),NA,G,HA_TH,204195.14,227423.67,236945.82,239077.097,240926.36,242773.59,244620.82,246468.05
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),151,Eastern Europe,NA,G,HA_TH,852655.77,859890.78,860412.28,860738.13,860978.08,861025.04,861070.9,861116.75
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),218,Ecuador,C,G,HA_TH,13730.5,13028.19,12819.18,12754.91,12690.64,12626.37,12562.1,12497.83
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),818,Egypt,C,G,HA_TH,59.21,65.64,48.42,44.98,44.98,44.98,44.98,44.98
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),222,El Salvador,C,G,HA_TH,673.88,628.88,606.38,601.88,597.38,592.88,588.38,583.88
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),226,Equatorial Guinea,C,G,HA_TH,2615.58,2532.01,2490.22,2481.86,2473.5,2465.14,2456.78,2448.42
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),232,Eritrea,C,G,HA_TH,1118.46,1086.86,1071.06,1067.9,1064.74,1061.58,1058.42,1055.26
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),233,Estonia,C,G,HA_TH,2238.89,2336.02,2421.01,2421.25,2438.4,2438.4,2438.4,2438.4
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),748,Eswatini,C,G,HA_TH,473.28,485.43,491.5,492.72,493.93,495.14,496.35,497.56
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),231,Ethiopia,C,G,HA_TH,18528.5,17798.5,17433.5,17360.5,17287.5,17214.5,17141.5,17068.5
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),150,Europe,NA,G,HA_TH,1002268.2396,1013982.3822,1015806.4605,1016332.6602,1016789.1109,1017014.47,1017238.74,1017461.22
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),513,Europe and Northern America,NA,G,HA_TH,1653609.0996,1670027.2522,1673019.7205,1673506.2302,1673625.6709,1673814.02,1674001.28,1674186.76
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),238,Falkland Islands (Malvinas),E,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),234,Faroe Islands,C,G,HA_TH,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),242,Fiji,C,G,HA_TH,1006.47,1073.24,1106.62,1113.3,1119.98,1126.66,1133.34,1140.02
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),246,Finland,C,G,HA_TH,22445.64,22242,22409,22409,22409,22409,22409,22409
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),250,France,C,G,HA_TH,15288,16419,16836,16919.4,17002.8,17086.2,17169.6,17253
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),254,French Guiana,C,G,HA_TH,8079.44,8036.5,8020,8016.57,8013.14,8009.71,8006.28,8002.85
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),258,French Polynesia,E,G,HA_TH,148.55,149.46,149.46,149.46,149.46,149.46,149.46,149.46
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),260,French Southern Territories,N,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),266,Gabon,C,G,HA_TH,23700,23649.41,23590,23578.12,23566.24,23554.36,23542.48,23530.6
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),270,Gambia,C,G,HA_TH,357.33,300,271.34,265.6,259.87,254.14,248.4,242.67
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),268,Georgia,C,G,HA_TH,2760.6,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),276,Germany,C,G,HA_TH,11354,11409,11419,11419,11419,11419,11419,11419
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),288,Ghana,C,G,HA_TH,8848.61,7942.93,7880.44,7922.24,7964.04,7971.26,7978.48,7985.71
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),292,Gibraltar,E,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),300,Greece,C,G,HA_TH,3600.2296,3901.803,3901.803,3901.8,3901.8,3901.8,3901.8,3901.8
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),304,Greenland,C,G,HA_TH,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),308,Grenada,C,G,HA_TH,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),312,Guadeloupe,C,G,HA_TH,72.27,71.55,72.22,72.16,72.09958,72.04,71.98,71.92
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),316,Guam,C,G,HA_TH,24,24,25,28,28,28,28,28
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),320,Guatemala,C,G,HA_TH,4209.2,3722.6,3585.8,3574.2,3562.6,3551,3539.4,3527.8
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),831,Guernsey,E,G,HA_TH,0.23,0.42,0.42,0.42,0.42,0.42,0.42,0.42
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),324,Guinea,C,G,HA_TH,6929,6569,6389,6349,6309,6269,6229,6189
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),624,Guinea-Bissau,E,G,HA_TH,2148.88,2064.43,2022.21,2013.77,2005.33,1996.89,1988.45,1980.01
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),328,Guyana,C,G,HA_TH,18564.22,18519.81,18461.36,18452.16,18442.95,18433.75,18424.54,18415.34
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),332,Haiti,C,G,HA_TH,380.65,378.38,362.85,359.74,356.63,353.52,350.41,347.3
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),334,Heard Island and McDonald Islands,N,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),336,Holy See,E,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),340,Honduras,C,G,HA_TH,6778.27,6575.47,6463.83,6443.05,6422.11,6401.16,6380.21,6359.26
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),348,Hungary,C,G,HA_TH,1921.17,2046.39,2060.82,2058.73,2057.27,2055.92,2054.47,2053.01
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),352,Iceland,C,G,HA_TH,29.83,44.67,48.16,48.66,49.38,50.04,50.69,51.35
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),356,India,C,G,HA_TH,67591,69496,70828,71094.4,71360.8,71627.2,71893.6,72160
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),360,Indonesia,C,G,HA_TH,101280,99659.2,95027.9,95271.8,93949.8,93344.27,92738.73,92133.2
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),364,Iran (Islamic Republic of),C,G,HA_TH,9325.66,10691.98,10691.98,10702.08,10710.59,10727.03,10743.47,10751.87
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),368,Iraq,C,G,HA_TH,818,825,825,825,825,825,825,825
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),372,Ireland,C,G,HA_TH,630.36,720.38,754.67,762.35,770.02,774.02,778.02,782.02
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),833,Isle of Man,E,G,HA_TH,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),376,Israel,C,G,HA_TH,153,154,165,140,140,140,140,140
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),380,Italy,C,G,HA_TH,8369.25,9028.04,9297.08,9350.89,9404.7,9458.51,9512.32,9566.13
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),388,Jamaica,C,G,HA_TH,521,558.45,577.46,581.34,585.23,589.12,593,596.89
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),392,Japan,C,G,HA_TH,24876,24966,24944,24940,24935,24935,24935,24935
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),832,Jersey,E,G,HA_TH,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),400,Jordan,C,G,HA_TH,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),398,Kazakhstan,C,G,HA_TH,3156.9258,3082.17952,3308.45619,3337.71,3366.96,3396.2012,3425.44,3454.68
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),404,Kenya,C,G,HA_TH,3961.19,3616.34,3522.41,3551.97,3581.53,3611.09,3611.09,3611.09
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),296,Kiribati,E,G,HA_TH,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),414,Kuwait,E,G,HA_TH,4.85,6.25,6.25,6.25,6.25,6.25,6.25,6.25
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),417,Kyrgyzstan,C,G,HA_TH,1180.9,1229.68,1251.81,1256.24,1260.66422,1278.9,1297.14,1315.38
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),432,Landlocked developing countries (LLDCs),NA,G,HA_TH,300891.4068,290287.71411,283990.26316,282882.4952,281549.41502,280367.06615,279208.2,278072.83
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),418,Lao People's Democratic Republic,C,G,HA_TH,17425,16940.5,16768,16733.5,16699,16664.5,16630,16595.5
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),419,Latin America and the Caribbean,NA,G,HA_TH,1023653.17,968299.38,953823.99,950849.78,947385.52858,945063.58,942556.8,940170.25
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),428,Latvia,C,G,HA_TH,3241,3372.12,3391.44,3395.31,3399.18,3403.05,3406.92,3410.79
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),199,Least Developed Countries (LDCs),NA,G,HA_TH,605373.92209,574601.26204,554973.57,551038.79,547186.16,543374.018,539489.64,535644.95
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),422,Lebanon,C,G,HA_TH,138.18,137.35,140.33,140.93,141.53,142.13,142.73,143.33
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),426,Lesotho,C,G,HA_TH,34.52,34.52,34.52,34.52,34.52,34.52,34.52,34.52
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),430,Liberia,C,G,HA_TH,8222.64,7920.04,7768.74,7738.48,7708.22,7677.96,7647.7,7617.44
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),434,Libya,E,G,HA_TH,217,217,217,217,217,217,217,217
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),438,Liechtenstein,C,G,HA_TH,6.7,6.6992,6.7,6.7,6.7,6.7,6.7,6.7
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),440,Lithuania,C,G,HA_TH,2020,2170,2187,2190,2196,2198,2200,2201
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),442,Luxembourg,C,G,HA_TH,86.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),450,Madagascar,C,G,HA_TH,13030.67,12561.98,12495.89,12482.68,12469.46,12456.24,12443.03,12429.81
