Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Nature,Reporting Type,Units,2000,2010,2015,2016,2017,2018,2019,2020
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),454,Malawi,C,G,HA_TH,3081.7,2661.7,2451.7,2409.7,2367.7,2325.7,2283.7,2241.7
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),458,Malaysia,C,G,HA_TH,19691.35,18947.65,19464.22,19314.64,19264.49,19214.34,19164.19,19114.04
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),462,Maldives,C,G,HA_TH,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),466,Mali,C,G,HA_TH,13296,13296,13296,13296,13296,13296,13296,13296
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),470,Malta,C,G,HA_TH,0.35,0.35,0.35,0.38,0.42,0.46,0.46,0.46
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),584,Marshall Islands,C,G,HA_TH,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),474,Martinique,C,G,HA_TH,48.74,50.29,51.29,51.49,51.689,51.89,52.09,52.29
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),478,Mauritania,C,G,HA_TH,421.64,367.24,340.04,334.6,329.2,323.7,318.3,312.8
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),480,Mauritius,C,G,HA_TH,41.93,38.39,38.3,38.29,38.65,38.69,38.73,38.77
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),175,Mayotte,C,G,HA_TH,15.67,14.41,14.14,14.0864,14.04,13.99,13.94,13.89
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),54,Melanesia,NA,G,HA_TH,41102.18626,41063.7253,40938.48088,40909.79,40882.11,40854.43,40826.75,40799.07
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),484,Mexico,C,G,HA_TH,68381.35,66943.31,66330.91,66203.15,66075.38,65947.61,65819.85,65692.08
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),57,Micronesia,NA,G,HA_TH,169.98,169.59,170.33,168.32,168.43,168.55,168.66,168.77
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),583,Micronesia (Federated States of),C,G,HA_TH,63.86,64.13,64.27,64.3,64.33,64.36,64.39,64.42
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),17,Middle Africa,NA,G,HA_TH,321030.04,306675,297158.51,295262.2,293368.92,291474.62,289583.31,287696.02
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),492,Monaco,E,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),496,Mongolia,C,G,HA_TH,14263.9,14183.9,14178.33,14177.22,14176.11,14175,14173.89,14172.78
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),499,Montenegro,C,G,HA_TH,626,827,827,827,827,827,827,827
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),500,Montserrat,E,G,HA_TH,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),504,Morocco,C,G,HA_TH,5506.54,5674.57,5684.69,5699.79,5711.59,5721.59,5732.09,5742.49
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),508,Mozambique,C,G,HA_TH,41188,38972.14,37940,37628.29,37406.6,37224.168,36966.11,36743.76
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),104,Myanmar,C,G,HA_TH,34868.11,31441,29992.44,29702.73,29413.02,29123.31,28833.6,28543.89
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),516,Namibia,C,G,HA_TH,8059.084,7348.99,6993.95,6922.94,6851.93,6780.92,6709.91,6638.9
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),520,Nauru,E,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),524,Nepal,C,G,HA_TH,5780.76,5962.03,5962.03,5962.03,5962.03,5962.03,5962.03,5962.03
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),528,Netherlands,C,G,HA_TH,359.5,373.48,364.83,365.76,366.7,367.63,368.57,369.5
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),540,New Caledonia,E,G,HA_TH,837.85,839.02,838.52,838.42,838.32,838.22,838.12,838.02
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),554,New Zealand,C,G,HA_TH,9850.44,9848.12,9846.61,9846.75,9850.85,9855.15,9865.52,9892.59
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),558,Nicaragua,C,G,HA_TH,5399.32,4188.15,3907.53,3807.53,3707.53,3607.53,3507.53,3407.53
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),562,Niger,C,G,HA_TH,1328.1,1203.9,1141.8,1129.38,1116.96,1104.54,1092.12,1079.7
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),566,Nigeria,C,G,HA_TH,24893.04,23259.98,22443.45,22280.14789,22116.85,21953.55,21790.25,21626.95
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),570,Niue,C,G,HA_TH,18.83,18.77,18.82,18.83,18.84,18.85,18.86,18.87
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),574,Norfolk Island,E,G,HA_TH,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),807,North Macedonia,E,G,HA_TH,957.55,960.43,994.4,1001.67,1001.49,1001.49,1001.49,1001.49
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),15,Northern Africa,NA,G,HA_TH,30525.07,29308.92,28475.82,28327.68,28155.44,27982.25,27831.03,27680.82
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),746,Northern Africa (exc. Sudan),NA,G,HA_TH,8698.91,9227.75,9265.89,9279.49,9279.41,9278.38,9299.32,9321.27
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),747,Northern Africa and Western Asia,NA,G,HA_TH,58416.98,58319.24459,58121.83697,57958.3952,57918.3148,57912.84495,57929.44,57947.15
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),21,Northern America,NA,G,HA_TH,651340.86,656044.87,657213.26,657173.57,656836.56,656799.55,656762.54,656725.54
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),154,Northern Europe,NA,G,HA_TH,74411.69,74710.24,75116.52,75143.59,75192.74,75221.03,75249.29,75275.56
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),580,Northern Mariana Islands,C,G,HA_TH,31.96,30.32,29.49,24.36,24.36,24.36,24.36,24.36
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),578,Norway,C,G,HA_TH,12113,12102,12141,12148.8,12156.6,12164.4,12172.2,12180
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),9,Oceania,NA,G,HA_TH,183328.44626,181015.0353,184434.91088,185346.55,185302.78,185266.72,185249.02,185248.02
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),543,Oceania (exc. Australia and New Zealand),NA,G,HA_TH,41663.41626,41620.3253,41493.31088,41462.11,41434.04,41405.98,41377.91,41349.84
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),512,Oman,C,G,HA_TH,3,3,3,2.8,2.7,2.6,2.5,2.5
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),586,Pakistan,C,G,HA_TH,4511.26,4093.73,3932.6,3868.24,3849.92,3808.58,3767.24,3725.9
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),585,Palau,C,G,HA_TH,39.58,40.56,40.99,41.08,41.16,41.25,41.33,41.41
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),591,Panama,C,G,HA_TH,4442.14,4327.99,4270.91,4259.5,4248.08,4236.67,4225.25,4213.84
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),598,Papua New Guinea,C,G,HA_TH,36277.96626,36178.8853,36024.42088,35989.88,35956.35,35922.82,35889.29,35855.76
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),600,Paraguay,C,G,HA_TH,22991.65,19570.21,17498.94,17333.13,16940.27,16660.93,16381.6,16102.26
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),604,Peru,C,G,HA_TH,75297.83,74049.8,73194.53,73010.28,72834.78,72676.04,72503.2,72330.37
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),608,Philippines,C,G,HA_TH,7309.26,6839.72,7014.15,7049.04,7083.93,7118.81,7153.7,7188.59
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),612,Pitcairn,E,G,HA_TH,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),616,Poland,C,G,HA_TH,9059,9329,9420,9435,9447,9459,9471,9483
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),61,Polynesia,NA,G,HA_TH,391.25,387.01,384.5,384,383.5,383,382.5,382
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),620,Portugal,C,G,HA_TH,3281,3252,3312,3312,3312,3312,3312,3312
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),630,Puerto Rico,C,G,HA_TH,429.15,491.45,493.88,494.37,494.86,495.35,495.84,496.33
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),634,Qatar,E,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),410,Republic of Korea,C,G,HA_TH,6476,6387,6337,6325,6317,6307,6297,6287
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),498,Republic of Moldova,C,G,HA_TH,344.4,374.5,386.4,386.5,386.5,386.5,386.5,386.5
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),638,Réunion,C,G,HA_TH,90.97,93.99,96.04,96.52,97,97.48,97.96,98.44
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),642,Romania,C,G,HA_TH,6366,6515,6900.96,6929.05,6929.05,6929.05,6929.05,6929.05
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),643,Russian Federation,C,G,HA_TH,809268.5,815135.6,814930.46,815121.03,815311.6,815311.6,815311.6,815311.6
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),646,Rwanda,E,G,HA_TH,287,265,270,272,273,274,275,276
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),652,Saint Barthélemy,E,G,HA_TH,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),654,Saint Helena,E,G,HA_TH,2,2,2,2,2,2,2,2
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),659,Saint Kitts and Nevis,E,G,HA_TH,11,11,11,11,11,11,11,11
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),662,Saint Lucia,C,G,HA_TH,21.01,20.77,20.77,20.77,20.77,20.77,20.77,20.77
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),663,Saint Martin (French Part),E,G,HA_TH,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),666,Saint Pierre and Miquelon,E,G,HA_TH,1.67,1.44,1.33,1.31,1.29,1.26,1.24,1.22
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),670,Saint Vincent and the Grenadines,C,G,HA_TH,28.54,28.54,28.54,28.54,28.54,28.54,28.54,28.54
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),882,Samoa,C,G,HA_TH,171.31,166.49,164.07,163.59,163.11,162.63,162.15,161.67
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),674,San Marino,E,G,HA_TH,1,1,1,1,1,1,1,1
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),678,Sao Tome and Principe,C,G,HA_TH,58.36,58.1,55,54.38,53.76,53.14,52.52,51.9
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),682,Saudi Arabia,E,G,HA_TH,977,977,977,977,977,977,977,977
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),686,Senegal,C,G,HA_TH,8853.16,8468.16,8268.16,8228.16,8188.16,8148.16,8108.16,8068.16
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),688,Serbia,C,G,HA_TH,2460,2713,2719.53,2720.18,2721.86,2722,2722.22,2722.65
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),690,Seychelles,C,G,HA_TH,33.7,33.7,33.7,33.7,33.7,33.7,33.7,33.7
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),694,Sierra Leone,C,G,HA_TH,2929.43,2732.16,2633.53,2613.8,2594.07,2574.34,2554.61,2534.88
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),702,Singapore,C,G,HA_TH,17.01346,17.74038,16.4714,16.2855,16.11,15.93,15.75,15.57
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),534,Sint Maarten (Dutch part),E,G,HA_TH,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),703,Slovakia,C,G,HA_TH,1901.41,1917.91,1921.75,1923.37,1925.9,1925.9,1925.9,1925.9
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),705,Slovenia,C,G,HA_TH,1233,1247,1248,1245.97,1243.93,1241.9,1239.86,1237.83
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),722,Small island developing States (SIDS),NA,G,HA_TH,87011.25971,87399.83568,87339.94228,87332.2555,87276.43,87213.77,87151.35,87088.97
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),90,Solomon Islands,C,G,HA_TH,2537.6,2530.28,2526.62,2525.89,2525.16,2524.43,2523.7,2522.97
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),706,Somalia,C,G,HA_TH,7515,6747.5,6363.75,6287,6210.25,6133.5,6056.75,5980
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),710,South Africa,C,G,HA_TH,17778.09,17414.09,17232.09,17195.69,17159.29,17122.89,17086.49,17050.09
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),5,South America,NA,G,HA_TH,922645.06,870154.43,856588.44,853818.91,850615.51,848555.33,846310.51,844185.81
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),239,South Georgia and the South Sandwich Islands,N,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),728,South Sudan,C,G,HA_TH,7157,7157,7157,7157,7157,7157,7157,7157
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),35,South-Eastern Asia,NA,G,HA_TH,223499.93346,219211.20038,212560.9614,212480.5055,210663.78,209601.1,208538.72,207476.35
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),18,Southern Africa,NA,G,HA_TH,43965.674,41720.73,40598.26,40373.77,40149.27,39924.77,39700.27,39475.77
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),34,Southern Asia,NA,G,HA_TH,95110.68809,98150.25204,99351.27,99562.23,99817.64,100057.96,100298.28,100530.56
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),39,Southern Europe,NA,G,HA_TH,42404.2596,45296.693,45740.0305,45821.9402,45897.9209,45956.67,46015.45,46074.45
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),724,Spain,C,G,HA_TH,17093.93,18545.34,18551.18,18555.24,18559.3,18563.59,18567.88,18572.17
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),144,Sri Lanka,C,G,HA_TH,2166.42,2103.62,2128.82,2125.66,2122.5,2119.34,2116.18,2113.02
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),275,State of Palestine,E,G,HA_TH,9.08,9.95,10.14,10.14,10.14,10.14,10.14,10.14
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),202,Sub-Saharan Africa,NA,G,HA_TH,679523.778,646706.45,628006.5,624153.70429,620393.55,616636.578,612777.52,608958.15
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),738,Sub-Saharan Africa (inc. Sudan),NA,G,HA_TH,701349.938,666787.62,647216.43,643201.89429,639269.58,635340.448,631309.23,627317.7
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),729,Sudan,C,G,HA_TH,21826.16,20081.17,19209.93,19048.19,18876.03,18703.87,18531.71,18359.55
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),740,Suriname,C,G,HA_TH,15340.87,15299.86,15251.67,15240.32,15233.02,15220.78,15208.53,15196.29
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),744,Svalbard and Jan Mayen Islands,C,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),752,Sweden,C,G,HA_TH,28163,28073,27980,27980,27980,27980,27980,27980
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),756,Switzerland,C,G,HA_TH,1196.18,1234.72,1251.91,1255.35,1258.79,1262.23,1265.67,1269.11
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),760,Syrian Arab Republic,C,G,HA_TH,432.08,492.08,522.08,522.08,522.08,522.08,522.08,522.08
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),762,Tajikistan,C,G,HA_TH,410,410,421.8,421.8,421.8,421.8,422.8,423.8
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),764,Thailand,C,G,HA_TH,18998,20073,20061,20017,19981,19945,19909,19873
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),626,Timor-Leste,C,G,HA_TH,949.1,935.1,928.1,926.7,925.6,923.9,922.5,921.1
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),768,Togo,C,G,HA_TH,1268.464,1238.87,1224.07,1221.11,1218.15,1215.19,1212.23,1209.27
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),772,Tokelau,E,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),776,Tonga,C,G,HA_TH,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),780,Trinidad and Tobago,C,G,HA_TH,236.65,232.41,230.29,229.87,229.45,229.03,228.61,228.19
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),788,Tunisia,C,G,HA_TH,667.85,687.43,695.08,696.61,698.14,699.67,701.2,702.73
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),792,Turkey,C,G,HA_TH,20148.35,21083.08,21630.3,21630.3,21752.46,21908.36,22064.36,22220.36
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),795,Turkmenistan,E,G,HA_TH,4127,4127,4127,4127,4127,4127,4127,4127
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),796,Turks and Caicos Islands,E,G,HA_TH,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),798,Tuvalu,C,G,HA_TH,1,1,1,1,1,1,1,1
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),800,Uganda,C,G,HA_TH,3162.95,2750.42,2544.16,2502.91,2461.66,2420.41,2379.15,2337.9
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),804,Ukraine,C,G,HA_TH,9510,9548,9657,9664,9671,9678,9684,9690
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),784,United Arab Emirates,E,G,HA_TH,309.43,317.3,317.3,317.3,317.3,317.3,317.3,317.3
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),826,United Kingdom of Great Britain and Northern Ireland,C,G,HA_TH,2954,3059,3155,3159,3164,3173,3182,3190
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),834,United Republic of Tanzania,C,G,HA_TH,53670.01,49950.01,48090,47621,47152,46683,46214,45745
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),581,United States Minor Outlying Islands,N,G,HA_TH,0,0,0,0,0,0,0,0
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),840,United States of America,C,G,HA_TH,303536,308720,310095,310095,309795,309795,309795,309795
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),850,United States Virgin Islands,C,G,HA_TH,20.47,18.43,19.16,19.31,19.46,19.61,19.76,19.91
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),858,Uruguay,C,G,HA_TH,1369,1731.3,1920,1947,1968,1989,2010,2031
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),860,Uzbekistan,C,G,HA_TH,2961.461,3349.6,3549.4,3586.3,3612.136,3637.98,3663.82,3689.66
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),548,Vanuatu,C,G,HA_TH,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),862,Venezuela (Bolivarian Republic of),C,G,HA_TH,49151,47505,46683,46543.26,46428.18,46337.76,46272,46230.9
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),704,Viet Nam,C,G,HA_TH,11784.1,13388.06,14061.86,14377.68,14415.39,14491.29,14567.19,14643.09
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),876,Wallis and Futuna Islands,E,G,HA_TH,5.81,5.82,5.83,5.83,5.83,5.83,5.83,5.83
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),11,Western Africa,NA,G,HA_TH,95984.114,89724.66,86977.7,86478.61789,85979.59,85445.88,84912.27,84378.57
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),145,Western Asia,NA,G,HA_TH,27891.91,29010.32459,29646.01697,29630.7152,29762.8748,29930.59495,30098.41,30266.33
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),485,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",NA,G,HA_TH,23486.84,24498.03,25078.5,25078.92,25201.6,25358.02,25514.54,25671.16
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),155,Western Europe,NA,G,HA_TH,32796.52,34084.6692,34537.63,34629,34720.37,34811.73,34903.1,34994.46
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),732,Western Sahara,E,G,HA_TH,669.31,665.11,664.7,665.11,664.7,665.14,665.05,665.07
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),1,World,NA,G,HA_TH,4158049.52221,4106316.94403,4083867.47594,4080603.54219,4073757.1845,4068923.27415,4063843.08,4058930.81
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),887,Yemen,C,G,HA_TH,549,549,549,549,549,549,549,549
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),894,Zambia,C,G,HA_TH,47054,46696,45755.1,45566.8,45378.67,45190.46,45002.24,44814.03
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),716,Zimbabwe,C,G,HA_TH,18365.98,17905.28,17674.93,17628.86,17582.79,17536.72,17490.65,17444.58
